id,fecha,tipo_proceso,canal,tiempo_ciclo,costo,errores,prioridad,responsable,etiqueta_clase
PROC01173,2024-01-07 05:56:00,Facturación,Web,35.9,101.99,0,Media,Ana,Manual
PROC01174,2024-01-01 01:14:00,Facturación,Manual,35.3,84.08,2,Alta,Juan,Manual
PROC01175,2024-01-05 20:21:00,Logística,API,11.8,23.46,0,Alta,Juan,Automático
PROC01176,2024-01-04 19:15:00,Facturación,Sistema,46.2,75.58,0,Media,Juan,Manual
PROC01177,2024-01-06 17:12:00,Pagos,Email,69.2,36.82,0,Baja,Sofia,Manual
PROC01178,2024-01-05 23:44:00,Inventario,API,7.4,78.74,1,Urgente,Carlos,Manual
PROC01179,2024-01-05 00:36:00,Pagos,Web,29.5,170.22,1,Alta,María,Manual
PROC01180,2024-01-05 23:01:00,Facturación,Manual,14.9,132.99,0,Media,Juan,Manual
PROC01181,2024-01-02 03:02:00,Logística,Email,136.8,186.44,0,Media,Carlos,Manual
PROC01182,2024-01-06 14:01:00,Facturación,Manual,19.6,70.94,0,Baja,Carlos,Manual
PROC01183,2024-01-01 05:41:00,Logística,Web,7.8,29.68,2,Alta,Carlos,Manual
PROC01184,2024-01-02 10:34:00,Logística,Sistema,14.4,68.72,0,Alta,Juan,Manual
PROC01185,2024-01-06 13:12:00,Pagos,Web,31.8,102.3,1,Media,Carlos,Manual
PROC01186,2024-01-01 10:45:00,Pagos,Manual,2.4,191.84,0,Media,Juan,Manual
PROC01187,2024-01-03 23:03:00,Pagos,Email,27.8,150.77,0,Baja,Ana,Manual
PROC01188,2024-01-07 02:41:00,Pagos,Web,80.3,20.08,0,Baja,María,Manual
PROC01189,2024-01-05 06:16:00,Logística,Email,57.0,100.07,1,Media,Pedro,Manual
PROC01190,2024-01-07 00:06:00,Logística,Web,2.1,169.18,0,Baja,Juan,Manual
PROC01191,2024-01-07 21:00:00,Pagos,Sistema,150.6,200.72,0,Media,María,Manual
PROC01192,2024-01-03 01:29:00,Inventario,Web,36.0,177.92,0,Alta,Juan,Manual
PROC01193,2024-01-03 02:28:00,Soporte,Sistema,5.3,50.68,0,Baja,Sofia,Manual
PROC01194,2024-01-06 07:23:00,Soporte,Web,0.4,52.77,0,Baja,Ana,Manual
PROC01195,2024-01-02 20:41:00,Pagos,Manual,5.6,260.48,1,Alta,María,Manual
PROC01196,2024-01-03 12:29:00,Pagos,API,54.6,61.7,1,Baja,María,Manual
PROC01197,2024-01-03 22:25:00,Facturación,API,0.7,233.98,0,Baja,Carlos,Manual
PROC01198,2024-01-03 03:07:00,Soporte,Web,8.0,41.87,0,Media,Juan,Automático
PROC01199,2024-01-05 03:01:00,Facturación,Manual,42.5,78.68,1,Alta,Juan,Manual
PROC01200,2024-01-01 23:06:00,Inventario,Web,26.5,12.62,0,Alta,Pedro,Manual
PROC01201,2024-01-02 23:46:00,Facturación,API,45.8,74.65,1,Media,Carlos,Manual
PROC01202,2024-01-04 07:48:00,Facturación,Web,41.1,45.08,1,Media,Carlos,Manual
PROC01203,2024-01-04 19:30:00,Pagos,Sistema,1.6,133.63,1,Alta,Pedro,Manual
PROC01204,2024-01-03 20:44:00,Soporte,Web,66.9,132.89,0,Media,Carlos,Manual
PROC01205,2024-01-06 19:00:00,Facturación,Web,7.7,116.93,0,Media,Carlos,Manual
PROC01206,2024-01-03 16:10:00,Inventario,Web,24.2,46.91,0,Media,Ana,Manual
PROC01207,2024-01-04 18:15:00,Facturación,API,31.0,186.99,2,Baja,Sofia,Manual
PROC01208,2024-01-06 07:59:00,Facturación,Web,5.5,89.06,0,Media,María,Manual
PROC01209,2024-01-05 17:39:00,Pagos,API,112.2,141.08,0,Baja,Pedro,Manual
PROC01210,2024-01-07 11:28:00,Pagos,Email,20.1,178.56,1,Baja,Ana,Manual
PROC01211,2024-01-06 19:38:00,Facturación,Manual,1.8,96.4,0,Urgente,Sofia,Manual
PROC01212,2024-01-07 13:22:00,Pagos,API,83.1,27.11,1,Baja,Ana,Manual
PROC01213,2024-01-01 22:13:00,Facturación,Web,26.5,104.44,0,Baja,Ana,Manual
PROC01214,2024-01-03 21:10:00,Pagos,Manual,36.0,75.34,0,Baja,Carlos,Manual
PROC01215,2024-01-05 16:46:00,Soporte,Web,22.3,43.21,1,Media,Sofia,Manual
PROC01216,2024-01-02 21:11:00,Soporte,Manual,54.0,217.42,1,Alta,Sofia,Manual
PROC01217,2024-01-04 08:53:00,Pagos,Web,1.0,69.27,0,Alta,Pedro,Manual
PROC01218,2024-01-05 07:32:00,Inventario,API,9.4,127.57,1,Alta,Carlos,Manual
PROC01219,2024-01-06 04:39:00,Soporte,API,19.0,148.65,0,Alta,Carlos,Manual
PROC01220,2024-01-04 18:08:00,Facturación,Email,2.4,104.47,0,Alta,Ana,Manual
PROC01221,2024-01-07 22:17:00,Logística,Web,36.7,63.58,0,Baja,Juan,Manual
PROC01222,2024-01-06 08:35:00,Soporte,API,15.0,24.47,1,Media,Pedro,Manual
PROC01223,2024-01-07 05:02:00,Facturación,Web,9.6,116.02,1,Baja,Pedro,Manual
PROC01224,2024-01-02 05:22:00,Facturación,Manual,0.1,69.73,1,Baja,Ana,Manual
PROC01225,2024-01-05 22:21:00,Soporte,Email,38.2,256.09,1,Media,Ana,Manual
PROC01226,2024-01-06 07:54:00,Pagos,API,53.8,51.67,0,Media,María,Manual
PROC01227,2024-01-05 06:02:00,Facturación,API,15.1,13.02,0,Media,Ana,Automático
PROC01228,2024-01-01 08:01:00,Facturación,Email,24.9,33.71,1,Baja,Carlos,Manual
PROC01229,2024-01-01 02:33:00,Pagos,API,7.8,177.71,0,Baja,Ana,Manual
PROC01230,2024-01-06 06:57:00,Inventario,API,29.2,151.79,1,Baja,Pedro,Manual
PROC01231,2024-01-02 01:24:00,Inventario,API,0.4,216.26,0,Alta,Juan,Manual
PROC01232,2024-01-02 11:20:00,Soporte,Manual,20.1,76.24,0,Media,Juan,Manual
PROC01233,2024-01-02 15:03:00,Facturación,Web,31.0,139.09,0,Urgente,Carlos,Manual
PROC01234,2024-01-04 13:36:00,Pagos,Manual,75.1,101.0,1,Alta,Juan,Manual
PROC01235,2024-01-05 00:00:00,Pagos,API,14.4,54.77,0,Media,Ana,Manual
PROC01236,2024-01-01 20:40:00,Pagos,Web,43.5,88.62,2,Baja,Juan,Manual
PROC01237,2024-01-01 01:00:00,Facturación,Manual,27.3,66.09,0,Media,Ana,Manual
PROC01238,2024-01-07 08:10:00,Soporte,API,78.5,208.29,0,Media,Sofia,Manual
PROC01239,2024-01-02 03:19:00,Logística,Web,15.2,54.47,2,Media,María,Manual
PROC01240,2024-01-05 07:05:00,Pagos,API,11.5,228.28,0,Baja,Pedro,Manual
PROC01241,2024-01-06 12:50:00,Inventario,Email,65.4,51.76,0,Media,Sofia,Manual
PROC01242,2024-01-01 20:52:00,Facturación,Email,1.5,66.13,0,Baja,Carlos,Manual
PROC01243,2024-01-03 22:03:00,Pagos,Sistema,4.4,91.69,0,Alta,María,Manual
PROC01244,2024-01-06 19:23:00,Inventario,Email,2.6,49.92,0,Media,Juan,Manual
PROC01245,2024-01-07 16:50:00,Pagos,Web,55.6,91.12,1,Baja,Carlos,Manual
PROC01246,2024-01-03 11:09:00,Soporte,API,0.3,100.08,0,Baja,Ana,Manual
PROC01247,2024-01-03 21:57:00,Inventario,Manual,59.3,201.16,1,Media,María,Manual
PROC01248,2024-01-05 20:49:00,Pagos,API,18.0,12.79,1,Media,Pedro,Manual
PROC01249,2024-01-05 15:07:00,Logística,API,0.1,52.13,0,Media,Pedro,Manual
PROC01250,2024-01-02 14:42:00,Facturación,API,15.4,247.5,0,Media,María,Manual
PROC01251,2024-01-07 19:48:00,Pagos,API,6.2,65.06,1,Media,María,Manual
PROC01252,2024-01-03 20:10:00,Pagos,Email,29.4,65.05,0,Baja,María,Manual
PROC01253,2024-01-05 20:00:00,Pagos,API,34.1,49.5,0,Alta,Juan,Manual
PROC01254,2024-01-03 02:04:00,Logística,API,20.1,137.05,1,Media,Sofia,Manual
PROC01255,2024-01-04 13:36:00,Pagos,Sistema,1.2,22.76,4,Baja,Sofia,Revisión
PROC01256,2024-01-01 05:29:00,Logística,API,32.0,112.16,0,Baja,Sofia,Manual
PROC01257,2024-01-03 12:40:00,Inventario,Web,55.4,271.31,0,Baja,Pedro,Manual
PROC01258,2024-01-06 13:02:00,Pagos,API,38.2,17.66,0,Baja,Pedro,Manual
PROC01259,2024-01-03 20:27:00,Logística,Manual,53.2,138.12,1,Media,Juan,Manual
PROC01260,2024-01-01 22:21:00,Facturación,Manual,6.7,32.07,2,Baja,Carlos,Manual
PROC01261,2024-01-06 20:07:00,Facturación,Manual,65.9,116.9,0,Alta,Pedro,Manual
PROC01262,2024-01-01 05:38:00,Pagos,Manual,11.7,110.12,0,Media,Carlos,Manual
PROC01263,2024-01-05 02:15:00,Facturación,Web,0.4,144.64,0,Baja,Carlos,Manual
PROC01264,2024-01-02 21:08:00,Facturación,Email,55.6,58.79,0,Baja,Carlos,Manual
PROC01265,2024-01-02 05:10:00,Inventario,Email,85.3,61.19,0,Media,Pedro,Manual
PROC01266,2024-01-04 21:24:00,Pagos,Web,32.0,147.3,0,Baja,Ana,Manual
PROC01267,2024-01-02 16:21:00,Pagos,Web,7.9,58.38,1,Baja,Carlos,Manual
PROC01268,2024-01-05 22:39:00,Soporte,Sistema,8.7,159.02,0,Baja,Sofia,Manual
PROC01269,2024-01-07 04:21:00,Inventario,Email,18.9,9.18,1,Baja,Ana,Manual
PROC01270,2024-01-04 16:39:00,Logística,Email,68.4,105.4,0,Baja,Juan,Manual
PROC01271,2024-01-05 14:09:00,Facturación,Email,4.9,152.28,3,Baja,Sofia,Revisión
PROC01272,2024-01-04 17:47:00,Inventario,API,52.5,76.34,0,Alta,Ana,Manual
PROC01273,2024-01-03 18:33:00,Logística,API,10.3,206.63,0,Baja,Ana,Manual
PROC01274,2024-01-07 00:40:00,Inventario,API,49.6,60.39,1,Media,María,Manual
PROC01275,2024-01-06 14:04:00,Inventario,Web,75.9,102.56,0,Baja,Carlos,Manual
PROC01276,2024-01-06 17:18:00,Pagos,Manual,16.7,169.84,2,Baja,Pedro,Manual
PROC01277,2024-01-04 09:13:00,Facturación,API,13.6,35.26,0,Media,María,Automático
PROC01278,2024-01-04 08:06:00,Pagos,API,48.6,179.64,0,Baja,Sofia,Manual
PROC01279,2024-01-06 23:12:00,Pagos,API,22.6,111.23,1,Baja,Ana,Manual
PROC01280,2024-01-05 02:33:00,Logística,API,34.6,47.82,0,Media,Juan,Manual
PROC01281,2024-01-05 22:44:00,Facturación,Web,29.3,85.75,0,Baja,Pedro,Manual
PROC01282,2024-01-03 04:37:00,Soporte,Web,5.0,44.55,1,Media,Juan,Manual
PROC01283,2024-01-01 06:30:00,Soporte,Web,55.9,130.86,1,Baja,Ana,Manual
PROC01284,2024-01-04 01:50:00,Facturación,Web,6.5,71.8,0,Baja,Juan,Manual
PROC01285,2024-01-07 03:00:00,Pagos,Sistema,80.8,65.28,1,Baja,María,Manual
PROC01286,2024-01-06 08:06:00,Logística,Web,8.7,133.65,1,Urgente,Juan,Manual
PROC01287,2024-01-03 22:32:00,Soporte,Web,39.7,75.07,0,Media,María,Manual
PROC01288,2024-01-06 13:27:00,Pagos,API,10.0,88.93,2,Media,Carlos,Manual
PROC01289,2024-01-02 01:21:00,Pagos,API,11.5,84.42,0,Media,Pedro,Manual
PROC01290,2024-01-07 06:18:00,Pagos,Web,11.1,12.28,0,Alta,Juan,Automático
PROC01291,2024-01-02 01:00:00,Inventario,Manual,41.3,26.76,1,Media,María,Manual
PROC01292,2024-01-05 16:17:00,Facturación,Manual,24.4,52.69,1,Alta,Ana,Manual
PROC01293,2024-01-03 06:54:00,Inventario,Web,64.4,55.71,2,Media,Sofia,Manual
PROC01294,2024-01-04 12:45:00,Facturación,Web,11.0,11.0,1,Baja,Ana,Manual
PROC01295,2024-01-02 16:19:00,Facturación,Email,35.3,88.83,0,Alta,María,Manual
PROC01296,2024-01-07 08:06:00,Pagos,Manual,41.9,79.46,0,Alta,Pedro,Manual
PROC01297,2024-01-03 02:42:00,Pagos,Manual,4.9,96.23,0,Baja,Carlos,Manual
PROC01298,2024-01-04 02:57:00,Pagos,Web,15.4,68.54,0,Media,Carlos,Manual
PROC01299,2024-01-02 00:26:00,Pagos,API,19.8,223.54,0,Media,Pedro,Manual
PROC01300,2024-01-03 11:21:00,Pagos,API,13.2,123.01,0,Baja,Sofia,Manual
PROC01301,2024-01-01 10:14:00,Facturación,Web,11.7,242.27,0,Alta,Juan,Manual
PROC01302,2024-01-04 17:52:00,Pagos,API,34.8,35.11,0,Media,María,Manual
PROC01303,2024-01-06 08:13:00,Soporte,API,7.3,67.08,0,Media,Carlos,Manual
PROC01304,2024-01-07 12:14:00,Pagos,Web,37.1,56.5,1,Baja,Pedro,Manual
PROC01305,2024-01-03 05:43:00,Pagos,Manual,82.0,21.36,1,Baja,Carlos,Manual
PROC01306,2024-01-05 22:58:00,Inventario,Manual,25.0,76.51,0,Baja,Carlos,Manual
PROC01307,2024-01-02 20:27:00,Soporte,Web,28.4,10.2,1,Baja,Juan,Manual
PROC01308,2024-01-06 13:00:00,Facturación,Manual,2.1,129.9,0,Media,Carlos,Manual
PROC01309,2024-01-01 02:10:00,Inventario,Web,60.0,189.76,1,Alta,María,Manual
PROC01310,2024-01-03 01:43:00,Inventario,Manual,10.1,73.22,0,Media,Pedro,Manual
PROC01311,2024-01-03 23:18:00,Inventario,Web,28.6,95.57,1,Baja,Sofia,Manual
PROC01312,2024-01-05 22:46:00,Facturación,Web,116.1,190.95,0,Baja,Sofia,Manual
PROC01313,2024-01-06 17:10:00,Inventario,API,27.2,41.06,0,Media,Sofia,Manual
PROC01314,2024-01-06 08:14:00,Facturación,API,38.7,21.13,0,Media,Juan,Manual
PROC01315,2024-01-05 14:40:00,Inventario,Email,17.7,9.87,0,Urgente,Sofia,Manual
PROC01316,2024-01-04 19:08:00,Inventario,API,1.9,44.86,0,Alta,Juan,Automático
PROC01317,2024-01-01 15:20:00,Facturación,Web,47.9,51.28,2,Alta,Sofia,Manual
PROC01318,2024-01-06 06:04:00,Logística,API,1.1,136.59,0,Baja,Pedro,Manual
PROC01319,2024-01-07 00:44:00,Facturación,API,36.2,28.0,0,Alta,María,Manual
PROC01320,2024-01-07 11:23:00,Logística,Web,0.7,20.27,1,Baja,Sofia,Manual
PROC01321,2024-01-06 21:42:00,Pagos,Manual,59.5,153.07,0,Media,Carlos,Manual
PROC01322,2024-01-07 04:50:00,Facturación,Manual,5.1,54.08,0,Media,Carlos,Manual
PROC01323,2024-01-03 06:01:00,Facturación,Email,21.7,96.1,0,Media,Sofia,Manual
PROC01324,2024-01-01 09:05:00,Soporte,Sistema,27.3,142.29,1,Baja,María,Manual
PROC01325,2024-01-04 00:26:00,Facturación,Web,18.3,386.75,1,Media,Ana,Manual
PROC01326,2024-01-07 22:36:00,Facturación,Manual,12.5,112.88,1,Baja,Pedro,Manual
PROC01327,2024-01-03 15:30:00,Pagos,API,18.9,49.56,0,Baja,María,Automático
PROC01328,2024-01-06 00:06:00,Inventario,Manual,11.2,151.08,0,Media,Carlos,Manual
PROC01329,2024-01-07 06:05:00,Pagos,API,17.3,38.97,0,Urgente,Pedro,Automático
PROC01330,2024-01-02 09:52:00,Facturación,Sistema,13.3,189.43,0,Alta,Sofia,Manual
PROC01331,2024-01-06 20:36:00,Facturación,Manual,25.1,46.85,1,Media,Pedro,Manual
PROC01332,2024-01-01 04:31:00,Facturación,Sistema,8.2,33.03,0,Baja,Carlos,Manual
PROC01333,2024-01-03 10:31:00,Facturación,Manual,134.4,87.85,1,Baja,María,Manual
PROC01334,2024-01-02 05:31:00,Pagos,Email,20.8,110.51,1,Baja,Ana,Manual
PROC01335,2024-01-07 13:34:00,Inventario,Manual,6.5,34.35,0,Urgente,Pedro,Manual
PROC01336,2024-01-04 00:41:00,Facturación,API,19.4,52.89,0,Baja,Sofia,Manual
PROC01337,2024-01-05 21:49:00,Pagos,Web,60.4,119.39,1,Alta,Pedro,Manual
PROC01338,2024-01-01 15:20:00,Pagos,API,0.7,98.04,0,Media,Pedro,Manual
PROC01339,2024-01-06 16:30:00,Soporte,Web,34.1,114.74,0,Media,Sofia,Manual
PROC01340,2024-01-03 09:10:00,Soporte,API,23.8,191.85,0,Alta,Sofia,Manual
PROC01341,2024-01-04 01:55:00,Logística,API,5.6,105.73,1,Baja,Sofia,Manual
PROC01342,2024-01-03 14:40:00,Facturación,API,51.0,227.36,3,Media,María,Revisión
PROC01343,2024-01-02 10:10:00,Facturación,Sistema,13.8,157.08,0,Alta,Pedro,Manual
PROC01344,2024-01-01 19:25:00,Pagos,Email,10.4,53.91,0,Media,Sofia,Manual
PROC01345,2024-01-06 22:47:00,Facturación,Web,52.8,197.78,0,Baja,Carlos,Manual
PROC01346,2024-01-02 09:53:00,Pagos,API,30.5,102.63,0,Baja,Carlos,Manual
PROC01347,2024-01-05 11:47:00,Logística,API,68.6,177.73,0,Alta,Sofia,Manual
PROC01348,2024-01-01 02:25:00,Logística,API,29.8,116.29,1,Baja,Juan,Manual
PROC01349,2024-01-04 01:08:00,Logística,Manual,40.5,265.0,1,Alta,Pedro,Manual
PROC01350,2024-01-06 10:32:00,Pagos,API,54.3,33.1,0,Baja,Ana,Manual
PROC01351,2024-01-06 23:43:00,Inventario,API,1.7,72.26,0,Media,Juan,Manual
PROC01352,2024-01-07 04:16:00,Pagos,Email,44.9,131.61,2,Media,Pedro,Manual
PROC01353,2024-01-06 16:13:00,Facturación,Manual,28.5,94.76,0,Media,Pedro,Manual
PROC01354,2024-01-02 19:52:00,Inventario,Web,2.2,39.29,1,Media,Sofia,Manual
PROC01355,2024-01-04 02:54:00,Facturación,Manual,21.3,247.68,0,Alta,María,Manual
PROC01356,2024-01-06 14:16:00,Pagos,API,2.6,80.45,0,Media,María,Manual
PROC01357,2024-01-06 05:11:00,Pagos,Web,39.9,166.25,0,Alta,Carlos,Manual
PROC01358,2024-01-07 08:35:00,Inventario,Web,23.7,124.47,0,Baja,Juan,Manual
PROC01359,2024-01-02 06:28:00,Logística,API,92.1,147.23,0,Baja,Juan,Manual
PROC01360,2024-01-07 08:10:00,Pagos,API,6.1,31.1,1,Baja,Sofia,Manual
PROC01361,2024-01-04 08:05:00,Logística,Web,27.9,82.99,0,Baja,Juan,Manual
PROC01362,2024-01-01 13:26:00,Facturación,Manual,7.1,149.78,0,Media,Sofia,Manual
PROC01363,2024-01-07 16:55:00,Pagos,Manual,28.6,165.48,0,Media,Carlos,Manual
PROC01364,2024-01-06 04:46:00,Inventario,Web,38.5,155.65,0,Alta,Ana,Manual
PROC01365,2024-01-06 16:42:00,Inventario,Web,38.4,47.16,1,Baja,Ana,Manual
PROC01366,2024-01-02 07:08:00,Soporte,Manual,50.6,18.22,0,Baja,Sofia,Manual
PROC01367,2024-01-06 11:18:00,Facturación,Web,57.6,27.56,0,Alta,Ana,Manual
PROC01368,2024-01-04 22:50:00,Inventario,Email,2.4,86.18,0,Alta,Sofia,Manual
PROC01369,2024-01-06 10:27:00,Inventario,API,12.6,92.69,0,Alta,Juan,Manual
PROC01370,2024-01-04 18:29:00,Soporte,Web,34.9,85.91,0,Alta,Pedro,Manual
PROC01371,2024-01-07 07:16:00,Facturación,Web,20.7,31.95,0,Media,Juan,Manual
PROC01372,2024-01-03 11:24:00,Logística,Web,6.3,55.41,1,Alta,Sofia,Manual
PROC01373,2024-01-01 23:09:00,Inventario,Web,24.1,246.15,1,Media,Pedro,Manual
PROC01374,2024-01-06 01:14:00,Facturación,Web,15.7,111.36,1,Urgente,María,Manual
PROC01375,2024-01-01 13:44:00,Pagos,API,14.8,81.78,0,Baja,Sofia,Manual
PROC01376,2024-01-02 13:45:00,Pagos,Web,49.8,242.49,1,Alta,Sofia,Manual
PROC01377,2024-01-01 15:36:00,Inventario,API,15.7,279.56,0,Media,Carlos,Manual
PROC01378,2024-01-05 10:42:00,Logística,API,0.8,60.14,0,Baja,Ana,Manual
PROC01379,2024-01-03 16:05:00,Inventario,Web,1.8,111.95,1,Baja,Juan,Manual
PROC01380,2024-01-02 05:56:00,Inventario,Web,58.2,22.18,0,Alta,Juan,Manual
PROC01381,2024-01-06 17:25:00,Pagos,Web,97.0,16.59,1,Media,María,Manual
PROC01382,2024-01-06 00:14:00,Facturación,Web,35.0,71.91,1,Urgente,Pedro,Manual
PROC01383,2024-01-01 12:06:00,Facturación,Manual,13.6,30.17,1,Baja,Ana,Manual
PROC01384,2024-01-02 21:36:00,Pagos,Web,83.7,55.47,2,Media,Carlos,Manual
PROC01385,2024-01-02 07:53:00,Pagos,Manual,32.6,104.2,1,Baja,Pedro,Manual
PROC01386,2024-01-07 19:08:00,Facturación,API,55.8,210.57,1,Media,Pedro,Manual
PROC01387,2024-01-06 07:37:00,Pagos,API,43.6,114.15,1,Media,Sofia,Manual
PROC01388,2024-01-02 17:06:00,Pagos,API,14.3,60.65,0,Media,Ana,Manual
PROC01389,2024-01-07 06:41:00,Facturación,Manual,19.5,290.0,1,Baja,Carlos,Manual
PROC01390,2024-01-06 01:52:00,Pagos,Web,6.2,90.98,1,Baja,Ana,Manual
PROC01391,2024-01-06 16:34:00,Facturación,Web,10.4,166.88,0,Baja,Ana,Manual
PROC01392,2024-01-06 11:46:00,Soporte,API,45.2,176.75,4,Alta,Juan,Revisión
PROC01393,2024-01-04 09:16:00,Logística,Web,67.3,81.28,1,Baja,Carlos,Manual
PROC01394,2024-01-06 01:27:00,Inventario,API,38.7,5.88,2,Baja,Pedro,Manual
PROC01395,2024-01-01 14:52:00,Facturación,API,18.8,50.06,1,Media,Ana,Manual
PROC01396,2024-01-04 05:55:00,Logística,API,2.7,52.08,0,Alta,María,Manual
PROC01397,2024-01-02 08:13:00,Logística,API,1.8,83.47,1,Baja,Carlos,Manual
PROC01398,2024-01-01 23:00:00,Logística,API,14.1,70.23,1,Baja,María,Manual
PROC01399,2024-01-01 21:30:00,Facturación,Manual,18.7,73.25,1,Media,Pedro,Manual
PROC01400,2024-01-02 03:20:00,Inventario,Manual,28.2,87.48,1,Urgente,Carlos,Manual
PROC01401,2024-01-06 04:50:00,Logística,API,0.2,99.94,0,Media,Juan,Manual
PROC01402,2024-01-07 08:59:00,Inventario,Manual,137.3,17.66,1,Baja,Carlos,Manual
PROC01403,2024-01-01 20:18:00,Inventario,Email,13.6,98.7,0,Media,Pedro,Manual
PROC01404,2024-01-04 11:36:00,Pagos,API,56.5,138.8,0,Urgente,Juan,Manual
PROC01405,2024-01-05 18:41:00,Pagos,API,23.0,292.67,0,Media,Pedro,Manual
PROC01406,2024-01-07 15:07:00,Facturación,Manual,4.2,96.11,2,Baja,Sofia,Manual
PROC01407,2024-01-07 18:32:00,Inventario,API,47.9,159.83,0,Baja,Carlos,Manual
PROC01408,2024-01-07 16:10:00,Facturación,Web,37.1,130.19,0,Urgente,Pedro,Manual
PROC01409,2024-01-01 15:54:00,Pagos,Email,22.5,45.16,1,Media,Carlos,Manual
PROC01410,2024-01-07 08:55:00,Facturación,Web,21.7,100.7,0,Media,Juan,Manual
PROC01411,2024-01-06 01:31:00,Pagos,Manual,2.7,228.63,0,Baja,Carlos,Manual
PROC01412,2024-01-01 16:14:00,Facturación,Manual,32.0,220.78,0,Media,Pedro,Manual
PROC01413,2024-01-03 20:53:00,Inventario,Sistema,72.7,220.58,0,Baja,Pedro,Manual
PROC01414,2024-01-04 17:30:00,Logística,Web,2.9,443.83,0,Baja,Sofia,Manual
PROC01415,2024-01-03 18:12:00,Facturación,API,9.2,137.52,0,Alta,Sofia,Manual
PROC01416,2024-01-04 16:15:00,Facturación,API,69.8,61.77,0,Baja,Pedro,Manual
PROC01417,2024-01-07 07:45:00,Facturación,Web,10.0,139.78,1,Baja,María,Manual
PROC01418,2024-01-06 17:08:00,Logística,Web,31.8,39.7,0,Alta,María,Manual
PROC01419,2024-01-07 21:03:00,Pagos,API,23.0,123.6,0,Baja,María,Manual
PROC01420,2024-01-03 02:20:00,Pagos,API,27.2,37.71,0,Media,Ana,Manual
PROC01421,2024-01-07 05:47:00,Facturación,Web,16.1,49.64,1,Media,Sofia,Manual
PROC01422,2024-01-03 19:16:00,Inventario,API,10.7,15.7,1,Alta,Carlos,Manual
PROC01423,2024-01-04 12:28:00,Logística,Manual,1.5,117.2,0,Alta,María,Manual
PROC01424,2024-01-04 15:13:00,Logística,Manual,40.9,212.98,0,Media,Pedro,Manual
PROC01425,2024-01-07 14:36:00,Inventario,Email,41.1,96.49,2,Baja,Pedro,Manual
PROC01426,2024-01-01 05:17:00,Facturación,API,33.3,87.48,0,Media,María,Manual
PROC01427,2024-01-02 15:56:00,Facturación,Sistema,31.0,52.9,0,Alta,Sofia,Manual
PROC01428,2024-01-02 12:02:00,Facturación,Email,8.4,170.92,0,Baja,María,Manual
PROC01429,2024-01-02 21:45:00,Facturación,Web,0.7,190.67,1,Alta,Pedro,Manual
PROC01430,2024-01-02 02:31:00,Facturación,Web,49.6,23.36,1,Baja,María,Manual
PROC01431,2024-01-05 07:03:00,Facturación,API,20.3,102.99,0,Baja,Sofia,Manual
PROC01432,2024-01-03 17:30:00,Pagos,API,11.0,166.66,0,Baja,Ana,Manual
PROC01433,2024-01-01 21:52:00,Soporte,API,3.2,61.3,1,Baja,Ana,Manual
PROC01434,2024-01-07 13:57:00,Inventario,API,1.9,19.78,0,Urgente,Sofia,Automático
PROC01435,2024-01-03 23:51:00,Logística,Manual,12.9,35.99,1,Alta,Ana,Manual
PROC01436,2024-01-06 01:54:00,Inventario,API,49.0,236.46,0,Media,Juan,Manual
PROC01437,2024-01-02 15:43:00,Facturación,Web,75.3,186.09,0,Media,Ana,Manual
PROC01438,2024-01-03 05:59:00,Inventario,Email,68.1,202.44,1,Media,Pedro,Manual
PROC01439,2024-01-02 11:39:00,Facturación,Web,75.8,27.59,1,Alta,Sofia,Manual
PROC01440,2024-01-02 04:24:00,Inventario,Sistema,71.5,165.55,0,Alta,Juan,Manual
PROC01441,2024-01-05 19:24:00,Pagos,Web,22.5,246.72,1,Baja,Pedro,Manual
PROC01442,2024-01-01 06:02:00,Soporte,Sistema,7.4,50.02,1,Media,Pedro,Manual
PROC01443,2024-01-02 19:24:00,Facturación,Web,48.0,75.45,0,Media,Sofia,Manual
PROC01444,2024-01-07 21:08:00,Facturación,Web,7.2,106.25,1,Urgente,Sofia,Manual
PROC01445,2024-01-03 23:26:00,Soporte,Web,9.3,119.37,0,Media,María,Manual
PROC01446,2024-01-03 14:18:00,Facturación,Manual,8.0,64.04,0,Alta,Sofia,Manual
PROC01447,2024-01-02 17:09:00,Inventario,Email,21.7,178.85,0,Alta,Carlos,Manual
PROC01448,2024-01-04 07:55:00,Inventario,API,11.7,133.71,0,Media,Ana,Manual
PROC01449,2024-01-05 06:30:00,Logística,Email,5.0,41.82,4,Alta,Sofia,Revisión
PROC01450,2024-01-01 09:16:00,Soporte,API,18.1,170.85,0,Baja,Carlos,Manual
PROC01451,2024-01-07 06:17:00,Soporte,API,62.1,79.77,0,Baja,Carlos,Manual
PROC01452,2024-01-02 22:48:00,Facturación,Manual,25.4,137.82,1,Alta,María,Manual
PROC01453,2024-01-04 13:50:00,Logística,Web,63.2,45.07,0,Baja,Carlos,Manual
PROC01454,2024-01-06 06:01:00,Inventario,API,6.5,47.36,0,Baja,Ana,Automático
PROC01455,2024-01-02 21:19:00,Inventario,Email,5.5,18.15,0,Media,Juan,Manual
PROC01456,2024-01-05 12:26:00,Facturación,Email,25.7,194.94,0,Media,Pedro,Manual
PROC01457,2024-01-03 14:21:00,Inventario,Sistema,18.7,159.61,0,Alta,Ana,Manual
