id,fecha,tipo_proceso,canal,tiempo_ciclo,costo,errores,prioridad,responsable,etiqueta_clase,tipo_proceso_encoded,canal_encoded,prioridad_encoded,responsable_encoded,tiempo_ciclo_norm,costo_norm,errores_norm,mes,dia_semana,trimestre,costo_por_error,tiempo_vs_mediana
PROC00918,2024-01-04 18:15:00,Soporte,Web,19.2,256.59,0,Baja,Juan,Manual,4,4,1,2,-0.3734105591540572,2.214287930113192,-0.7128235214731489,1,3,1,0.0,0.8930232558139535
PROC00919,2024-01-03 08:31:00,Inventario,API,60.9,323.09,0,Baja,María,Manual,1,0,1,3,1.0123065770702333,3.1578131325113348,-0.7128235214731489,1,2,1,0.0,2.832558139534884
PROC00920,2024-01-05 03:11:00,Soporte,Web,16.1,180.16,1,Media,Sofia,Manual,4,4,2,5,-0.47642550213475976,1.1298724230561992,0.7116839155235517,1,4,1,180.16,0.7488372093023257
PROC00921,2024-01-04 19:08:00,Logística,Email,22.9,161.58,0,Baja,Sofia,Manual,2,1,1,5,-0.2504572401125734,0.8662529003410492,-0.7128235214731489,1,3,1,0.0,1.0651162790697675
PROC00922,2024-01-06 13:27:00,Inventario,Web,0.6,33.63,0,Baja,Juan,Automático,1,4,1,2,-0.991500217038273,-0.9491463424686105,-0.7128235214731489,1,5,1,0.0,0.027906976744186046
PROC00923,2024-01-07 07:04:00,Facturación,Web,5.2,121.42,1,Media,Carlos,Manual,0,4,2,1,-0.8386393339056175,0.2964488081860203,0.7116839155235517,1,6,1,121.42,0.24186046511627907
PROC00924,2024-01-07 13:24:00,Inventario,API,30.8,67.84,0,Media,Juan,Manual,1,0,2,2,0.012064711354378588,-0.463762926317626,-0.7128235214731489,1,6,1,0.0,1.4325581395348836
PROC00925,2024-01-05 10:53:00,Inventario,Manual,37.9,68.4,1,Baja,Pedro,Manual,1,2,1,4,0.24800216140695555,-0.45581745092901005,0.7116839155235517,1,4,1,68.4,1.7627906976744185
PROC00926,2024-01-05 19:41:00,Inventario,API,26.2,59.52,0,Media,María,Manual,1,0,2,3,-0.140796171778277,-0.5818099892342057,-0.7128235214731489,1,4,1,0.0,1.2186046511627906
PROC00927,2024-01-07 14:26:00,Pagos,Web,4.6,32.93,0,Media,Juan,Automático,3,4,2,2,-0.8585777099663987,-0.9590781867043803,-0.7128235214731489,1,6,1,0.0,0.21395348837209302
PROC00928,2024-01-04 08:20:00,Pagos,Web,17.7,51.93,1,Baja,Ana,Manual,3,4,1,0,-0.42325649930601006,-0.6894995574477681,0.7116839155235517,1,3,1,51.93,0.8232558139534883
PROC00929,2024-01-03 00:18:00,Pagos,Manual,13.2,38.23,0,Alta,María,Manual,3,2,0,3,-0.5727943197618688,-0.8838799374906938,-0.7128235214731489,1,2,1,0.0,0.613953488372093
PROC00930,2024-01-06 05:46:00,Pagos,Sistema,20.5,13.61,0,Baja,María,Manual,3,3,1,3,-0.33021074435569797,-1.2331970876116303,-0.7128235214731489,1,5,1,0.0,0.9534883720930233
PROC00931,2024-01-01 01:17:00,Facturación,Manual,61.3,205.74,1,Baja,Pedro,Manual,0,2,1,4,1.0255988277774206,1.4928103881290489,0.7116839155235517,1,0,1,205.74,2.8511627906976744
PROC00932,2024-01-06 06:17:00,Logística,API,44.9,84.38,0,Baja,Sofia,Manual,2,0,1,5,0.48061654878273574,-0.2290876353752911,-0.7128235214731489,1,5,1,0.0,2.088372093023256
PROC00933,2024-01-03 22:27:00,Facturación,Email,2.6,87.01,2,Baja,Ana,Manual,0,1,1,0,-0.9250389635023358,-0.1917722777466125,2.1361913525202523,1,2,1,43.505,0.12093023255813953
PROC00934,2024-01-01 10:00:00,Facturación,API,66.3,78.6,0,Alta,Carlos,Manual,0,0,0,1,1.1917519616172636,-0.31109629206493417,-0.7128235214731489,1,0,1,0.0,3.083720930232558
PROC00935,2024-01-01 17:45:00,Pagos,API,19.1,170.58,0,Baja,Juan,Manual,3,0,1,2,-0.37673362183085396,0.9939480405152339,-0.7128235214731489,1,0,1,0.0,0.8883720930232559
PROC00936,2024-01-02 11:36:00,Inventario,API,40.9,93.12,0,Media,Carlos,Manual,1,0,2,1,0.3476940417108613,-0.10508146591724934,-0.7128235214731489,1,1,1,0.0,1.9023255813953488
PROC00937,2024-01-07 14:30:00,Pagos,API,4.5,210.2,0,Media,Sofia,Manual,3,0,2,5,-0.8619007726431955,1.5560904242598113,-0.7128235214731489,1,6,1,0.0,0.20930232558139536
PROC00938,2024-01-05 19:43:00,Facturación,Manual,33.3,130.17,1,Media,Ana,Manual,0,2,2,0,0.09514127827429997,0.42059686113314415,0.7116839155235517,1,4,1,130.17,1.5488372093023255
PROC00939,2024-01-06 10:04:00,Inventario,API,8.1,44.64,0,Alta,María,Automático,1,0,0,3,-0.7422705162785086,-0.7929326209888578,-0.7128235214731489,1,5,1,0.0,0.3767441860465116
PROC00940,2024-01-05 13:25:00,Pagos,Web,17.3,189.22,2,Alta,Pedro,Manual,3,4,0,4,-0.4365487500131975,1.2584188641648786,2.1361913525202523,1,4,1,94.61,0.8046511627906977
PROC00941,2024-01-05 03:44:00,Soporte,Web,0.5,105.73,1,Baja,Pedro,Manual,4,4,1,4,-0.9948232797150699,0.07383361381569167,0.7116839155235517,1,4,1,105.73,0.023255813953488372
PROC00942,2024-01-04 13:42:00,Soporte,Web,4.9,77.22,0,Alta,María,Manual,4,4,0,3,-0.848608521936008,-0.3306762135583091,-0.7128235214731489,1,3,1,0.0,0.22790697674418606
PROC00943,2024-01-04 05:50:00,Pagos,API,2.9,157.26,0,Media,Pedro,Manual,3,0,2,4,-0.9150697754719453,0.8049592330574402,-0.7128235214731489,1,3,1,0.0,0.13488372093023254
PROC00944,2024-01-02 12:30:00,Pagos,Web,8.2,85.09,0,Baja,Carlos,Manual,3,4,1,1,-0.7389474536017118,-0.21901390765043863,-0.7128235214731489,1,1,1,0.0,0.38139534883720927
PROC00945,2024-01-07 09:04:00,Inventario,Web,3.2,138.17,0,Media,Sofia,Manual,1,4,2,5,-0.9051005874415547,0.5341036523990861,-0.7128235214731489,1,6,1,0.0,0.14883720930232558
PROC00946,2024-01-02 21:12:00,Facturación,Manual,35.3,28.3,0,Urgente,María,Manual,0,2,3,3,0.16160253181023715,-1.0247702421495444,-0.7128235214731489,1,1,1,0.0,1.641860465116279
PROC00947,2024-01-02 12:32:00,Pagos,Manual,0.9,86.53,0,Baja,Juan,Manual,3,2,1,2,-0.9815310290078825,-0.1985826852225691,-0.7128235214731489,1,1,1,0.0,0.04186046511627907
PROC00948,2024-01-01 20:48:00,Pagos,Manual,28.8,47.28,1,Alta,Juan,Manual,3,2,0,2,-0.05439654218155861,-0.7554753798710969,0.7116839155235517,1,0,1,47.28,1.3395348837209302
PROC00949,2024-01-03 19:13:00,Soporte,API,4.5,315.74,0,Baja,Ana,Manual,4,0,1,0,-0.8619007726431955,3.053528768035751,-0.7128235214731489,1,2,1,0.0,0.20930232558139536
PROC00950,2024-01-02 09:17:00,Facturación,Email,87.1,200.57,0,Baja,Sofia,Manual,0,1,1,5,1.8829489983910102,1.4194566242734337,-0.7128235214731489,1,1,1,0.0,4.051162790697674
PROC00951,2024-01-03 13:27:00,Inventario,Email,81.1,97.31,0,Alta,Sofia,Manual,1,1,0,5,1.6835652377831987,-0.04563228399171228,-0.7128235214731489,1,2,1,0.0,3.7720930232558136
PROC00952,2024-01-03 18:58:00,Inventario,Manual,7.7,188.28,0,Media,María,Manual,1,2,2,3,-0.755562766985696,1.2450818161911303,-0.7128235214731489,1,2,1,0.0,0.3581395348837209
PROC00953,2024-01-02 08:50:00,Pagos,API,28.6,48.02,1,Baja,Sofia,Manual,3,0,1,5,-0.0610426675351523,-0.7449760016789972,0.7116839155235517,1,1,1,48.02,1.330232558139535
PROC00954,2024-01-06 19:49:00,Facturación,Web,0.9,57.43,0,Media,Carlos,Manual,0,4,2,1,-0.9815310290078825,-0.611463638452433,-0.7128235214731489,1,5,1,0.0,0.04186046511627907
PROC00955,2024-01-05 00:05:00,Soporte,Sistema,80.6,10.67,0,Alta,Sofia,Manual,4,3,0,5,1.6669499243992143,-1.2749108334018637,-0.7128235214731489,1,4,1,0.0,3.7488372093023252
PROC00956,2024-01-01 20:02:00,Pagos,Web,22.2,133.25,1,Media,María,Manual,3,4,2,3,-0.2737186788501514,0.46429697577053197,0.7116839155235517,1,0,1,133.25,1.0325581395348837
PROC00957,2024-01-06 15:35:00,Inventario,Web,1.3,9.28,0,Baja,María,Automático,1,4,1,3,-0.968238778300695,-1.2946326383843212,-0.7128235214731489,1,5,1,0.0,0.06046511627906977
PROC00958,2024-01-04 20:47:00,Facturación,API,12.6,52.68,2,Media,Carlos,Manual,0,0,2,1,-0.59273269582265,-0.6788582957665861,2.1361913525202523,1,3,1,26.34,0.586046511627907
PROC00959,2024-01-06 07:47:00,Pagos,Web,2.4,27.45,0,Alta,Pedro,Automático,3,4,0,4,-0.9316850888559296,-1.0368303387215505,-0.7128235214731489,1,5,1,0.0,0.11162790697674418
PROC00960,2024-01-04 23:42:00,Pagos,Sistema,15.0,167.74,0,Media,Carlos,Manual,3,3,2,1,-0.5129791915795252,0.9536531296158245,-0.7128235214731489,1,3,1,0.0,0.6976744186046512
PROC00961,2024-01-05 00:28:00,Facturación,API,33.3,295.76,0,Media,María,Manual,0,0,2,3,0.09514127827429997,2.7700455568490607,-0.7128235214731489,1,4,1,0.0,1.5488372093023255
PROC00962,2024-01-04 18:08:00,Facturación,API,19.0,148.41,1,Alta,María,Manual,0,0,0,3,-0.3800566845076509,0.679392345219492,0.7116839155235517,1,3,1,148.41,0.8837209302325582
PROC00963,2024-01-07 00:29:00,Logística,Manual,14.5,130.75,0,Baja,María,Manual,2,2,1,3,-0.5295945049635096,0.4288261034999251,-0.7128235214731489,1,6,1,0.0,0.6744186046511628
PROC00964,2024-01-07 13:26:00,Facturación,API,3.8,98.13,0,Media,María,Manual,0,0,2,3,-0.8851622113807736,-0.03399783788695332,-0.7128235214731489,1,6,1,0.0,0.17674418604651163
PROC00965,2024-01-01 15:22:00,Facturación,Web,8.4,91.88,0,Baja,Ana,Manual,0,4,1,0,-0.7323013282481179,-0.12267501856347049,-0.7128235214731489,1,0,1,0.0,0.39069767441860465
PROC00966,2024-01-01 06:59:00,Pagos,API,3.2,40.94,1,Baja,Pedro,Manual,3,0,1,4,-0.9051005874415547,-0.845429511949356,0.7116839155235517,1,0,1,40.94,0.14883720930232558
PROC00967,2024-01-02 12:44:00,Logística,Manual,49.4,19.11,0,Baja,María,Manual,2,2,1,3,0.6301543692385944,-1.155161168616295,-0.7128235214731489,1,1,1,0.0,2.297674418604651
PROC00968,2024-01-01 18:40:00,Facturación,API,4.4,90.45,1,Alta,Ana,Manual,0,0,0,0,-0.8652238353199924,-0.1429643575022575,0.7116839155235517,1,0,1,90.45,0.2046511627906977
PROC00969,2024-01-01 15:50:00,Inventario,Manual,27.1,106.73,0,Baja,Sofia,Manual,1,2,1,5,-0.11088860768710519,0.08802196272393442,-0.7128235214731489,1,0,1,0.0,1.2604651162790699
PROC00970,2024-01-02 14:56:00,Facturación,Web,12.6,106.24,0,Baja,María,Manual,0,4,1,3,-0.59273269582265,0.08106967175889535,-0.7128235214731489,1,1,1,0.0,0.586046511627907
PROC00971,2024-01-04 17:33:00,Facturación,Web,7.7,117.58,0,Baja,Pedro,Manual,0,4,1,4,-0.755562766985696,0.24196554837836814,-0.7128235214731489,1,3,1,0.0,0.3581395348837209
PROC00972,2024-01-02 13:23:00,Facturación,Web,30.6,140.35,0,Baja,Pedro,Manual,0,4,1,4,0.0054185860007848925,0.5650342530190554,-0.7128235214731489,1,1,1,0.0,1.4232558139534885
PROC00973,2024-01-02 20:05:00,Logística,API,18.3,87.54,0,Media,Carlos,Manual,2,0,2,1,-0.40331812324522887,-0.18425245282524386,-0.7128235214731489,1,1,1,0.0,0.8511627906976744
PROC00974,2024-01-04 04:52:00,Facturación,Manual,15.3,37.44,0,Alta,Ana,Manual,0,2,0,0,-0.5030100035491346,-0.8950887331282056,-0.7128235214731489,1,3,1,0.0,0.7116279069767443
PROC00975,2024-01-02 07:05:00,Facturación,Manual,27.0,114.76,0,Baja,Sofia,Manual,0,2,1,5,-0.1142116703639021,0.20195440445712368,-0.7128235214731489,1,1,1,0.0,1.255813953488372
PROC00976,2024-01-05 04:28:00,Pagos,API,20.3,134.26,0,Baja,Pedro,Manual,3,0,1,4,-0.3368568697092917,0.47862720816785703,-0.7128235214731489,1,4,1,0.0,0.944186046511628
PROC00977,2024-01-06 02:06:00,Logística,API,10.8,65.84,1,Media,Juan,Manual,2,0,2,2,-0.6525478240049933,-0.4921396241341115,0.7116839155235517,1,5,1,65.84,0.5023255813953489
PROC00978,2024-01-05 10:11:00,Facturación,Manual,24.6,134.58,1,Media,María,Manual,0,2,2,3,-0.1939651746070267,0.483167479818495,0.7116839155235517,1,4,1,134.58,1.144186046511628
PROC00979,2024-01-05 09:59:00,Pagos,Web,33.2,91.17,0,Media,Pedro,Manual,3,4,2,4,0.09181821559750329,-0.13274874628832276,-0.7128235214731489,1,4,1,0.0,1.544186046511628
PROC00980,2024-01-06 11:03:00,Facturación,Web,0.8,32.62,2,Baja,Sofia,Manual,0,4,1,5,-0.9848540916846793,-0.9634765748659355,2.1361913525202523,1,5,1,16.31,0.037209302325581395
PROC00981,2024-01-03 05:48:00,Pagos,Sistema,18.8,362.41,1,Alta,Sofia,Manual,3,3,0,5,-0.38670280986124456,3.7156990115834403,0.7116839155235517,1,2,1,362.41,0.8744186046511628
PROC00982,2024-01-03 13:59:00,Inventario,API,1.8,63.22,0,Media,Ana,Manual,1,0,2,0,-0.9516234649167107,-0.5293130982737075,-0.7128235214731489,1,2,1,0.0,0.08372093023255814
PROC00983,2024-01-02 15:31:00,Inventario,Sistema,6.2,34.95,1,Media,Ana,Manual,1,3,2,0,-0.8054087071376489,-0.9304177219097299,0.7116839155235517,1,1,1,34.95,0.28837209302325584
PROC00984,2024-01-03 00:11:00,Pagos,Web,24.7,46.86,1,Baja,Ana,Manual,3,4,1,0,-0.1906421119302299,-0.7614344864125588,0.7116839155235517,1,2,1,46.86,1.1488372093023256
PROC00985,2024-01-03 14:36:00,Pagos,Manual,60.3,6.36,1,Baja,Carlos,Manual,3,2,1,1,0.9923682010094521,-1.33606261719639,0.7116839155235517,1,2,1,6.36,2.8046511627906976
PROC00986,2024-01-03 22:25:00,Facturación,Web,64.3,67.44,1,Alta,Sofia,Manual,0,4,0,5,1.1252907080813264,-0.4694382658809232,0.7116839155235517,1,2,1,67.44,2.9906976744186045
PROC00987,2024-01-01 01:34:00,Pagos,Web,2.2,207.51,0,Baja,María,Manual,3,4,1,3,-0.9383312142095234,1.5179237656966382,-0.7128235214731489,1,0,1,0.0,0.10232558139534885
PROC00988,2024-01-02 20:34:00,Facturación,API,16.3,97.0,0,Baja,Juan,Manual,0,0,1,2,-0.46977937678116605,-0.050030672153267564,-0.7128235214731489,1,1,1,0.0,0.758139534883721
PROC00989,2024-01-05 18:58:00,Logística,Web,26.2,43.04,1,Media,Ana,Manual,2,4,2,0,-0.140796171778277,-0.8156339792420462,0.7116839155235517,1,4,1,43.04,1.2186046511627906
PROC00990,2024-01-01 13:13:00,Soporte,Web,4.8,80.55,0,Media,María,Manual,4,4,2,3,-0.8519315846128049,-0.28342901169386076,-0.7128235214731489,1,0,1,0.0,0.22325581395348837
PROC00991,2024-01-02 11:16:00,Soporte,Web,43.5,81.11,0,Media,Ana,Manual,4,4,2,0,0.43409367130757975,-0.2754835363052448,-0.7128235214731489,1,1,1,0.0,2.0232558139534884
PROC00992,2024-01-05 00:19:00,Logística,Web,40.9,64.58,0,Media,Ana,Manual,2,4,2,0,0.3476940417108613,-0.5100169437584974,-0.7128235214731489,1,4,1,0.0,1.9023255813953488
PROC00993,2024-01-05 06:46:00,Inventario,Manual,70.1,160.58,1,Media,Sofia,Manual,1,2,2,5,1.3180283433355442,0.8520645514328065,0.7116839155235517,1,4,1,160.58,3.2604651162790694
PROC00994,2024-01-01 13:34:00,Inventario,API,0.3,107.65,0,Media,Juan,Manual,1,0,2,2,-1.0014694050686637,0.10107524371951777,-0.7128235214731489,1,0,1,0.0,0.013953488372093023
PROC00995,2024-01-01 05:45:00,Facturación,Web,7.3,36.49,1,Alta,María,Manual,0,4,0,3,-0.7688550176928834,-0.908567664591036,0.7116839155235517,1,0,1,36.49,0.3395348837209302
PROC00996,2024-01-06 22:34:00,Inventario,Web,52.7,157.5,1,Media,Ana,Manual,1,4,2,0,0.7398154375728909,0.8083644367954186,0.7116839155235517,1,5,1,157.5,2.4511627906976745
PROC00997,2024-01-02 16:43:00,Pagos,Web,33.3,194.45,0,Media,Sofia,Manual,3,4,2,5,0.09514127827429997,1.332623928954988,-0.7128235214731489,1,1,1,0.0,1.5488372093023255
PROC00998,2024-01-06 09:43:00,Pagos,API,67.4,110.16,0,Baja,Carlos,Manual,3,0,1,1,1.2283056510620292,0.13668799947920693,-0.7128235214731489,1,5,1,0.0,3.1348837209302327
PROC00999,2024-01-01 16:24:00,Logística,Web,1.8,69.98,0,Alta,Ana,Manual,2,4,0,0,-0.9516234649167107,-0.43339985965398653,-0.7128235214731489,1,0,1,0.0,0.08372093023255814
PROC01000,2024-01-06 09:50:00,Facturación,Manual,27.3,54.1,1,Baja,Sofia,Manual,0,2,1,5,-0.1042424823335115,-0.6587108403168813,0.7116839155235517,1,5,1,54.1,1.2697674418604652
PROC01001,2024-01-07 19:51:00,Pagos,Web,25.3,239.29,1,Media,María,Manual,3,4,2,3,-0.1707037358694487,1.9688294940005928,0.7116839155235517,1,6,1,239.29,1.1767441860465118
PROC01002,2024-01-01 13:47:00,Soporte,Web,1.1,103.96,0,Baja,Pedro,Manual,4,4,1,4,-0.9748849036542887,0.048720236248101866,-0.7128235214731489,1,0,1,0.0,0.051162790697674425
PROC01003,2024-01-03 10:51:00,Facturación,Email,21.6,89.6,1,Media,Ana,Manual,0,1,2,0,-0.29365705491093247,-0.15502445407426396,0.7116839155235517,1,2,1,89.6,1.0046511627906978
PROC01004,2024-01-05 23:07:00,Pagos,Manual,28.2,29.55,1,Baja,Carlos,Manual,3,2,1,1,-0.07433491824233981,-1.007034806014241,0.7116839155235517,1,4,1,29.55,1.3116279069767443
PROC01005,2024-01-04 02:11:00,Soporte,Web,6.4,39.82,0,Media,Carlos,Automático,4,4,2,1,-0.7987625817840551,-0.8613204627265878,-0.7128235214731489,1,3,1,0.0,0.29767441860465116
PROC01006,2024-01-03 16:36:00,Inventario,Manual,9.6,22.21,1,Baja,Ana,Manual,1,2,1,0,-0.6924245761265557,-1.1111772870007424,0.7116839155235517,1,2,1,22.21,0.44651162790697674
PROC01007,2024-01-05 03:19:00,Pagos,API,30.7,69.2,0,Media,María,Manual,3,0,2,3,0.008741648677581681,-0.4444667718024159,-0.7128235214731489,1,4,1,0.0,1.427906976744186
PROC01008,2024-01-01 02:06:00,Facturación,Manual,19.0,53.12,1,Alta,Ana,Manual,0,2,0,0,-0.3800566845076509,-0.6726154222469594,0.7116839155235517,1,0,1,53.12,0.8837209302325582
PROC01009,2024-01-03 04:57:00,Pagos,API,58.6,92.87,1,Baja,Carlos,Manual,3,0,1,1,0.9358761355039056,-0.10862855314431004,0.7116839155235517,1,2,1,92.87,2.7255813953488373
PROC01010,2024-01-07 02:35:00,Logística,Manual,12.6,177.93,0,Baja,Ana,Manual,2,2,1,0,-0.59273269582265,1.098232404990818,-0.7128235214731489,1,6,1,0.0,0.586046511627907
PROC01011,2024-01-05 04:24:00,Inventario,Sistema,9.3,135.12,0,Media,Carlos,Manual,1,3,2,1,-0.7023937641569462,0.490829188228946,-0.7128235214731489,1,4,1,0.0,0.43255813953488376
PROC01012,2024-01-04 13:09:00,Pagos,Web,125.7,154.12,0,Urgente,Pedro,Manual,3,4,3,4,3.1656511916345984,0.7604078174855582,-0.7128235214731489,1,3,1,0.0,5.846511627906977
PROC01013,2024-01-03 21:06:00,Facturación,API,72.6,174.92,0,Baja,Ana,Manual,0,0,1,0,1.4011049102554656,1.055525474777007,-0.7128235214731489,1,2,1,0.0,3.3767441860465115
PROC01014,2024-01-05 23:56:00,Facturación,API,0.9,42.76,0,Baja,Juan,Automático,0,0,1,2,-0.9815310290078825,-0.8196067169363541,-0.7128235214731489,1,4,1,0.0,0.04186046511627907
PROC01015,2024-01-03 08:08:00,Soporte,Web,44.2,60.55,1,Media,Ana,Manual,4,4,2,0,0.45735511004515783,-0.5671959898587157,0.7116839155235517,1,2,1,60.55,2.0558139534883724
PROC01016,2024-01-03 15:17:00,Pagos,Web,3.5,53.89,0,Baja,Carlos,Manual,3,4,1,1,-0.8951313994111642,-0.6616903935876124,-0.7128235214731489,1,2,1,0.0,0.16279069767441862
PROC01017,2024-01-02 05:52:00,Inventario,Web,0.8,140.05,2,Media,María,Manual,1,4,2,3,-0.9848540916846793,0.5607777483465828,2.1361913525202523,1,1,1,70.025,0.037209302325581395
PROC01018,2024-01-04 23:32:00,Facturación,API,9.6,28.63,1,Alta,Carlos,Manual,0,0,0,1,-0.6924245761265557,-1.0200880870098241,0.7116839155235517,1,3,1,28.63,0.44651162790697674
PROC01019,2024-01-03 09:56:00,Inventario,API,9.4,214.13,0,Baja,Pedro,Manual,1,0,1,4,-0.6990707014801494,1.6118506354692053,-0.7128235214731489,1,2,1,0.0,0.4372093023255814
PROC01020,2024-01-03 08:57:00,Soporte,API,51.3,58.7,2,Media,María,Manual,4,0,2,3,0.6932925600977347,-0.5934444353389647,2.1361913525202523,1,2,1,29.35,2.386046511627907
PROC01021,2024-01-02 03:25:00,Inventario,Web,37.2,30.59,0,Media,Juan,Manual,1,4,2,2,0.22474072266937767,-0.9922789231496683,-0.7128235214731489,1,1,1,0.0,1.730232558139535
PROC01022,2024-01-07 12:37:00,Facturación,API,119.9,60.73,0,Alta,Juan,Manual,0,0,0,2,2.9729135563803806,-0.564642087055232,-0.7128235214731489,1,6,1,0.0,5.576744186046512
PROC01023,2024-01-03 02:30:00,Inventario,Email,37.3,64.06,0,Urgente,Pedro,Manual,1,1,3,4,0.22806378534617436,-0.5173948851907836,-0.7128235214731489,1,2,1,0.0,1.7348837209302324
PROC01024,2024-01-02 23:52:00,Logística,API,16.3,71.54,1,Media,Pedro,Manual,2,0,2,4,-0.46977937678116605,-0.4112660353571278,0.7116839155235517,1,1,1,71.54,0.758139534883721
PROC01025,2024-01-03 03:12:00,Pagos,API,36.0,74.1,0,Media,Pedro,Manual,3,0,2,4,0.18486397054781525,-0.3749438621520265,-0.7128235214731489,1,2,1,0.0,1.6744186046511629
PROC01026,2024-01-02 06:54:00,Logística,Manual,225.7,173.83,0,Media,Sofia,Manual,2,2,2,5,6.488713868431458,1.0400601744670228,-0.7128235214731489,1,1,1,0.0,10.497674418604651
PROC01027,2024-01-03 19:01:00,Inventario,Manual,37.2,105.31,1,Baja,Pedro,Manual,1,2,1,4,0.22474072266937767,0.0678745072742297,0.7116839155235517,1,2,1,105.31,1.730232558139535
PROC01028,2024-01-04 05:42:00,Logística,API,43.0,30.22,2,Baja,Ana,Manual,2,0,1,0,0.41747835792359544,-0.9975286122457182,2.1361913525202523,1,3,1,15.11,2.0
PROC01029,2024-01-05 12:34:00,Inventario,Email,83.6,63.02,1,Urgente,Carlos,Manual,1,1,3,1,1.76664180470312,-0.532150768055356,0.7116839155235517,1,4,1,63.02,3.8883720930232557
PROC01030,2024-01-04 11:51:00,Facturación,API,3.6,52.56,0,Media,Sofia,Manual,0,0,2,5,-0.8918083367343672,-0.6805608976355751,-0.7128235214731489,1,3,1,0.0,0.16744186046511628
PROC01031,2024-01-02 21:08:00,Pagos,Email,36.6,86.8,0,Baja,Ana,Manual,3,1,1,0,0.20480234660859647,-0.1947518310173436,-0.7128235214731489,1,1,1,0.0,1.7023255813953488
PROC01032,2024-01-05 22:32:00,Facturación,Web,57.1,77.77,0,Alta,María,Manual,0,4,0,3,0.8860301953519527,-0.3228726216587756,-0.7128235214731489,1,4,1,0.0,2.655813953488372
PROC01033,2024-01-07 14:44:00,Soporte,Web,92.6,258.8,0,Media,Juan,Manual,4,4,2,2,2.0657174456148377,2.245644181200409,-0.7128235214731489,1,6,1,0.0,4.306976744186046
PROC01034,2024-01-06 19:53:00,Logística,Web,7.1,153.65,0,Baja,Juan,Manual,2,4,1,2,-0.7755011430464772,0.7537392934986841,-0.7128235214731489,1,5,1,0.0,0.3302325581395349
PROC01035,2024-01-03 10:27:00,Inventario,Manual,21.0,126.15,0,Baja,María,Manual,1,2,1,3,-0.31359543097171366,0.3635596985220086,-0.7128235214731489,1,2,1,0.0,0.9767441860465116
PROC01036,2024-01-05 11:36:00,Pagos,API,34.2,9.63,1,Baja,Juan,Manual,3,0,1,2,0.1250488423654719,-1.2896667162664364,0.7116839155235517,1,4,1,9.63,1.5906976744186048
PROC01037,2024-01-03 22:12:00,Facturación,Web,8.5,149.47,0,Alta,Pedro,Manual,0,4,0,4,-0.7289782655713212,0.6944319950622293,-0.7128235214731489,1,2,1,0.0,0.3953488372093023
PROC01038,2024-01-06 12:50:00,Logística,Web,27.5,14.44,0,Alta,Pedro,Manual,2,4,0,4,-0.09759635697991781,-1.2214207580177887,-0.7128235214731489,1,5,1,0.0,1.2790697674418605
PROC01039,2024-01-07 02:06:00,Pagos,Email,8.9,56.68,1,Baja,Sofia,Manual,3,1,1,5,-0.7156860148641336,-0.6221049001336151,0.7116839155235517,1,6,1,56.68,0.41395348837209306
PROC01040,2024-01-01 08:56:00,Facturación,Manual,12.2,62.78,0,Alta,Pedro,Manual,0,2,0,4,-0.6060249465298374,-0.5355559717933344,-0.7128235214731489,1,0,1,0.0,0.5674418604651162
PROC01041,2024-01-02 03:05:00,Inventario,API,17.5,169.33,0,Media,María,Manual,1,0,2,3,-0.42990262465960377,0.9762126043799305,-0.7128235214731489,1,1,1,0.0,0.813953488372093
PROC01042,2024-01-06 12:53:00,Facturación,API,22.6,35.25,0,Media,Carlos,Manual,0,0,2,1,-0.2604264281429639,-0.9261612172372572,-0.7128235214731489,1,5,1,0.0,1.0511627906976744
PROC01043,2024-01-06 22:57:00,Pagos,API,17.9,71.69,0,Baja,María,Manual,3,0,1,3,-0.4166103739524164,-0.4091377830208915,-0.7128235214731489,1,5,1,0.0,0.8325581395348837
PROC01044,2024-01-06 14:30:00,Pagos,API,20.4,24.1,1,Media,Carlos,Manual,3,0,2,1,-0.3335338070324949,-1.0843613075641638,0.7116839155235517,1,5,1,24.1,0.9488372093023255
PROC01045,2024-01-07 00:26:00,Facturación,Email,10.6,119.29,1,Baja,Juan,Manual,0,1,1,2,-0.6591939493585871,0.26622762501146335,0.7116839155235517,1,6,1,119.29,0.49302325581395345
PROC01046,2024-01-06 23:29:00,Soporte,Web,5.2,57.16,0,Baja,Sofia,Manual,4,4,1,5,-0.8386393339056175,-0.6152944926576587,-0.7128235214731489,1,5,1,0.0,0.24186046511627907
PROC01047,2024-01-05 12:10:00,Facturación,API,1.5,93.79,1,Baja,Juan,Manual,0,0,1,2,-0.9615926529471013,-0.09557527214872669,0.7116839155235517,1,4,1,93.79,0.06976744186046512
PROC01048,2024-01-03 12:00:00,Facturación,Web,6.5,3.49,2,Baja,Juan,Manual,0,4,1,2,-0.7954395191072583,-1.3767831785630469,2.1361913525202523,1,2,1,1.745,0.3023255813953488
PROC01049,2024-01-05 17:03:00,Facturación,API,26.2,31.62,0,Urgente,Carlos,Manual,0,0,3,1,-0.140796171778277,-0.9776649237741782,-0.7128235214731489,1,4,1,0.0,1.2186046511627906
PROC01050,2024-01-07 08:26:00,Logística,API,46.3,95.92,0,Urgente,Juan,Manual,2,0,3,2,0.5271394262578917,-0.06535408897416971,-0.7128235214731489,1,6,1,0.0,2.153488372093023
