id,clasificacion,puntuacion,razon_principal
PROC01265,Manual,0,Proceso estándar
PROC01266,Manual,0,Proceso estándar
PROC01267,Manual,0,Proceso estándar
PROC01268,Manual,0,Proceso estándar
PROC01269,Manual,0,Proceso estándar
PROC01270,Manual,0,Proceso estándar
PROC01271,Revisión,2,Múltiples errores (3)
PROC01272,Manual,0,Proceso estándar
PROC01273,Manual,0,Proceso estándar
PROC01274,Manual,0,Proceso estándar
PROC01275,Manual,0,Proceso estándar
PROC01276,Revisión,2,Múltiples errores (2)
PROC01277,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01278,Manual,0,Proceso estándar
PROC01279,Manual,0,Proceso estándar
PROC01280,Manual,0,Proceso estándar
PROC01281,Manual,0,Proceso estándar
PROC01282,Manual,0,Proceso estándar
PROC01283,Manual,0,Proceso estándar
PROC01284,Manual,0,Proceso estándar
PROC01285,Manual,0,Proceso estándar
PROC01286,Manual,1,Prioridad Urgente
PROC01287,Manual,0,Proceso estándar
PROC01288,Revisión,2,Múltiples errores (2)
PROC01289,Manual,0,Proceso estándar
PROC01290,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01291,Manual,0,Proceso estándar
PROC01292,Manual,0,Proceso estándar
PROC01293,Revisión,2,Múltiples errores (2)
PROC01294,Manual,0,Proceso estándar
PROC01295,Manual,0,Proceso estándar
PROC01296,Manual,0,Proceso estándar
PROC01297,Manual,0,Proceso estándar
PROC01298,Manual,0,Proceso estándar
PROC01299,Manual,0,Proceso estándar
PROC01300,Manual,0,Proceso estándar
PROC01301,Manual,0,Proceso estándar
PROC01302,Manual,0,Proceso estándar
PROC01303,Manual,0,Proceso estándar
PROC01304,Manual,0,Proceso estándar
PROC01305,Manual,0,Proceso estándar
PROC01306,Manual,0,Proceso estándar
PROC01307,Manual,0,Proceso estándar
PROC01308,Manual,0,Proceso estándar
PROC01309,Manual,0,Proceso estándar
PROC01310,Manual,0,Proceso estándar
PROC01311,Manual,0,Proceso estándar
PROC01312,Manual,0,Proceso estándar
PROC01313,Manual,0,Proceso estándar
PROC01314,Manual,0,Proceso estándar
PROC01315,Manual,1,Prioridad Urgente
PROC01316,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01317,Revisión,2,Múltiples errores (2)
PROC01318,Manual,0,Proceso estándar
PROC01319,Manual,0,Proceso estándar
PROC01320,Manual,0,Proceso estándar
PROC01321,Manual,0,Proceso estándar
PROC01322,Manual,0,Proceso estándar
PROC01323,Manual,0,Proceso estándar
PROC01324,Manual,0,Proceso estándar
PROC01325,Manual,0,Proceso estándar
PROC01326,Manual,0,Proceso estándar
PROC01327,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01328,Manual,0,Proceso estándar
PROC01329,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01330,Manual,0,Proceso estándar
PROC01331,Manual,0,Proceso estándar
PROC01332,Manual,0,Proceso estándar
PROC01333,Manual,0,Proceso estándar
PROC01334,Manual,0,Proceso estándar
PROC01335,Manual,1,Prioridad Urgente
PROC01336,Manual,0,Proceso estándar
PROC01337,Manual,0,Proceso estándar
PROC01338,Manual,0,Proceso estándar
PROC01339,Manual,0,Proceso estándar
PROC01340,Manual,0,Proceso estándar
PROC01341,Manual,0,Proceso estándar
PROC01342,Revisión,2,Múltiples errores (3)
PROC01343,Manual,0,Proceso estándar
PROC01344,Manual,0,Proceso estándar
PROC01345,Manual,0,Proceso estándar
PROC01346,Manual,0,Proceso estándar
PROC01347,Manual,0,Proceso estándar
PROC01348,Manual,0,Proceso estándar
PROC01349,Manual,0,Proceso estándar
PROC01350,Manual,0,Proceso estándar
PROC01351,Manual,0,Proceso estándar
PROC01352,Revisión,2,Múltiples errores (2)
PROC01353,Manual,0,Proceso estándar
PROC01354,Manual,0,Proceso estándar
PROC01355,Manual,0,Proceso estándar
PROC01356,Manual,0,Proceso estándar
PROC01357,Manual,0,Proceso estándar
PROC01358,Manual,0,Proceso estándar
PROC01359,Manual,0,Proceso estándar
PROC01360,Manual,0,Proceso estándar
PROC01361,Manual,0,Proceso estándar
PROC01362,Manual,0,Proceso estándar
PROC01363,Manual,0,Proceso estándar
PROC01364,Manual,0,Proceso estándar
PROC01365,Manual,0,Proceso estándar
PROC01366,Manual,0,Proceso estándar
PROC01367,Manual,0,Proceso estándar
PROC01368,Manual,0,Proceso estándar
PROC01369,Manual,0,Proceso estándar
PROC01370,Manual,0,Proceso estándar
PROC01371,Manual,0,Proceso estándar
PROC01372,Manual,0,Proceso estándar
PROC01373,Manual,0,Proceso estándar
PROC01374,Manual,1,Prioridad Urgente
PROC01375,Manual,0,Proceso estándar
PROC01376,Manual,0,Proceso estándar
PROC01377,Manual,0,Proceso estándar
PROC01378,Manual,0,Proceso estándar
PROC01379,Manual,0,Proceso estándar
PROC01380,Manual,0,Proceso estándar
PROC01381,Manual,0,Proceso estándar
PROC01382,Manual,1,Prioridad Urgente
PROC01383,Manual,0,Proceso estándar
PROC01384,Revisión,2,Múltiples errores (2)
PROC01385,Manual,0,Proceso estándar
PROC01386,Manual,0,Proceso estándar
PROC01387,Manual,0,Proceso estándar
PROC01388,Manual,0,Proceso estándar
PROC01389,Manual,0,Proceso estándar
PROC01390,Manual,0,Proceso estándar
PROC01391,Manual,0,Proceso estándar
PROC01392,Revisión,2,Múltiples errores (4)
PROC01393,Manual,0,Proceso estándar
PROC01394,Revisión,2,Múltiples errores (2)
PROC01395,Manual,0,Proceso estándar
PROC01396,Manual,0,Proceso estándar
PROC01397,Manual,0,Proceso estándar
PROC01398,Manual,0,Proceso estándar
PROC01399,Manual,0,Proceso estándar
PROC01400,Manual,1,Prioridad Urgente
PROC01401,Manual,0,Proceso estándar
PROC01402,Manual,0,Proceso estándar
PROC01403,Manual,0,Proceso estándar
PROC01404,Manual,1,Prioridad Urgente
PROC01405,Manual,0,Proceso estándar
PROC01406,Revisión,2,Múltiples errores (2)
PROC01407,Manual,0,Proceso estándar
PROC01408,Manual,1,Prioridad Urgente
PROC01409,Manual,0,Proceso estándar
PROC01410,Manual,0,Proceso estándar
PROC01411,Manual,0,Proceso estándar
PROC01412,Manual,0,Proceso estándar
PROC01413,Manual,0,Proceso estándar
PROC01414,Manual,0,Proceso estándar
PROC01415,Manual,0,Proceso estándar
PROC01416,Manual,0,Proceso estándar
PROC01417,Manual,0,Proceso estándar
PROC01418,Manual,0,Proceso estándar
PROC01419,Manual,0,Proceso estándar
PROC01420,Manual,0,Proceso estándar
PROC01421,Manual,0,Proceso estándar
PROC01422,Manual,0,Proceso estándar
PROC01423,Manual,0,Proceso estándar
PROC01424,Manual,0,Proceso estándar
PROC01425,Revisión,2,Múltiples errores (2)
PROC01426,Manual,0,Proceso estándar
PROC01427,Manual,0,Proceso estándar
PROC01428,Manual,0,Proceso estándar
PROC01429,Manual,0,Proceso estándar
PROC01430,Manual,0,Proceso estándar
PROC01431,Manual,0,Proceso estándar
PROC01432,Manual,0,Proceso estándar
PROC01433,Manual,0,Proceso estándar
PROC01434,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01435,Manual,0,Proceso estándar
PROC01436,Manual,0,Proceso estándar
PROC01437,Manual,0,Proceso estándar
PROC01438,Manual,0,Proceso estándar
PROC01439,Manual,0,Proceso estándar
PROC01440,Manual,0,Proceso estándar
PROC01441,Manual,0,Proceso estándar
PROC01442,Manual,0,Proceso estándar
PROC01443,Manual,0,Proceso estándar
PROC01444,Manual,1,Prioridad Urgente
PROC01445,Manual,0,Proceso estándar
PROC01446,Manual,0,Proceso estándar
PROC01447,Manual,0,Proceso estándar
PROC01448,Manual,0,Proceso estándar
PROC01449,Revisión,2,Múltiples errores (4)
PROC01450,Manual,0,Proceso estándar
PROC01451,Manual,0,Proceso estándar
PROC01452,Manual,0,Proceso estándar
PROC01453,Manual,0,Proceso estándar
PROC01454,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01455,Manual,0,Proceso estándar
PROC01456,Manual,0,Proceso estándar
PROC01457,Manual,0,Proceso estándar
PROC01458,Manual,1,Prioridad Urgente
PROC01459,Manual,0,Proceso estándar
PROC01460,Manual,0,Proceso estándar
PROC01461,Manual,0,Proceso estándar
PROC01462,Manual,0,Proceso estándar
PROC01463,Manual,0,Proceso estándar
PROC01464,Manual,0,Proceso estándar
PROC01465,Manual,0,Proceso estándar
PROC01466,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01467,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01468,Manual,0,Proceso estándar
PROC01469,Manual,0,Proceso estándar
PROC01470,Manual,0,Proceso estándar
PROC01471,Manual,0,Proceso estándar
PROC01472,Manual,0,Proceso estándar
PROC01473,Manual,0,Proceso estándar
PROC01474,Manual,0,Proceso estándar
PROC01475,Revisión,2,Múltiples errores (2)
PROC01476,Manual,0,Proceso estándar
PROC01477,Manual,0,Proceso estándar
PROC01478,Revisión,2,Múltiples errores (2)
PROC01479,Manual,0,Proceso estándar
PROC01480,Manual,0,Proceso estándar
PROC01481,Manual,0,Proceso estándar
PROC01482,Manual,0,Proceso estándar
PROC01483,Manual,0,Proceso estándar
PROC01484,Manual,0,Proceso estándar
PROC01485,Manual,0,Proceso estándar
PROC01486,Manual,0,Proceso estándar
PROC01487,Manual,0,Proceso estándar
PROC01488,Manual,0,Proceso estándar
PROC01489,Manual,0,Proceso estándar
PROC01490,Manual,0,Proceso estándar
PROC01491,Manual,0,Proceso estándar
PROC01492,Manual,0,Proceso estándar
PROC01493,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01494,Manual,0,Proceso estándar
PROC01495,Manual,0,Proceso estándar
PROC01496,Manual,0,Proceso estándar
PROC01497,Manual,0,Proceso estándar
PROC01498,Manual,0,Proceso estándar
PROC01499,Manual,0,Proceso estándar
PROC01500,Manual,0,Proceso estándar
PROC01501,Revisión,3,Múltiples errores (2)
PROC01502,Manual,0,Proceso estándar
PROC01503,Manual,0,Proceso estándar
PROC01504,Manual,0,Proceso estándar
PROC01505,Revisión,2,Múltiples errores (2)
PROC01506,Manual,0,Proceso estándar
PROC01507,Manual,0,Proceso estándar
PROC01508,Manual,0,Proceso estándar
PROC01509,Manual,0,Proceso estándar
PROC01510,Manual,1,Prioridad Urgente
PROC01511,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01512,Manual,0,Proceso estándar
PROC01513,Revisión,2,Múltiples errores (2)
PROC01514,Manual,0,Proceso estándar
PROC01515,Manual,0,Proceso estándar
PROC01516,Manual,0,Proceso estándar
PROC01517,Manual,1,Prioridad Urgente
PROC01518,Manual,1,Prioridad Urgente
PROC01519,Manual,0,Proceso estándar
PROC01520,Revisión,2,Múltiples errores (2)
PROC01521,Revisión,2,Múltiples errores (3)
PROC01522,Manual,0,Proceso estándar
PROC01523,Manual,0,Proceso estándar
PROC01524,Manual,0,Proceso estándar
PROC01525,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01526,Manual,0,Proceso estándar
PROC01527,Manual,0,Proceso estándar
PROC01528,Manual,0,Proceso estándar
PROC01529,Manual,1,Prioridad Urgente
PROC01530,Manual,0,Proceso estándar
PROC01531,Manual,0,Proceso estándar
PROC01532,Manual,0,Proceso estándar
PROC01533,Manual,0,Proceso estándar
PROC01534,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01535,Manual,0,Proceso estándar
PROC01536,Manual,0,Proceso estándar
PROC01537,Manual,0,Proceso estándar
PROC01538,Manual,0,Proceso estándar
PROC01539,Manual,0,Proceso estándar
PROC01540,Manual,0,Proceso estándar
PROC01541,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01542,Manual,0,Proceso estándar
PROC01543,Manual,0,Proceso estándar
PROC01544,Manual,0,Proceso estándar
PROC01545,Manual,0,Proceso estándar
PROC01546,Manual,0,Proceso estándar
PROC01547,Manual,0,Proceso estándar
PROC01548,Manual,0,Proceso estándar
PROC01549,Manual,0,Proceso estándar
PROC01550,Manual,0,Proceso estándar
PROC01551,Manual,0,Proceso estándar
PROC01552,Manual,0,Proceso estándar
PROC01553,Manual,0,Proceso estándar
PROC01554,Manual,0,Proceso estándar
PROC01555,Manual,0,Proceso estándar
PROC01556,Manual,0,Proceso estándar
PROC01557,Manual,0,Proceso estándar
PROC01558,Manual,0,Proceso estándar
PROC01559,Manual,0,Proceso estándar
PROC01560,Manual,0,Proceso estándar
PROC01561,Manual,0,Proceso estándar
PROC01562,Manual,0,Proceso estándar
PROC01563,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01564,Manual,0,Proceso estándar
PROC01565,Manual,0,Proceso estándar
PROC01566,Manual,1,Prioridad Urgente
PROC01567,Revisión,2,Múltiples errores (2)
PROC01568,Manual,0,Proceso estándar
PROC01569,Manual,0,Proceso estándar
PROC01570,Manual,0,Proceso estándar
PROC01571,Manual,0,Proceso estándar
PROC01572,Manual,0,Proceso estándar
PROC01573,Manual,0,Proceso estándar
PROC01574,Manual,0,Proceso estándar
PROC01575,Manual,1,Prioridad Urgente
PROC01576,Manual,0,Proceso estándar
PROC01577,Manual,0,Proceso estándar
PROC01578,Manual,0,Proceso estándar
PROC01579,Manual,0,Proceso estándar
PROC01580,Manual,0,Proceso estándar
PROC01581,Manual,0,Proceso estándar
PROC01582,Manual,1,Prioridad Urgente
PROC01583,Manual,0,Proceso estándar
PROC01584,Manual,0,Proceso estándar
PROC01585,Manual,0,Proceso estándar
PROC01586,Manual,0,Proceso estándar
PROC01587,Manual,0,Proceso estándar
PROC01588,Manual,0,Proceso estándar
PROC01589,Manual,0,Proceso estándar
PROC01590,Manual,0,Proceso estándar
PROC01591,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01592,Manual,0,Proceso estándar
PROC01593,Manual,1,Prioridad Urgente
PROC01594,Manual,0,Proceso estándar
PROC01595,Manual,0,Proceso estándar
PROC01596,Manual,0,Proceso estándar
PROC01597,Manual,0,Proceso estándar
PROC01598,Manual,0,Proceso estándar
PROC01599,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01600,Manual,0,Proceso estándar
PROC01601,Manual,0,Proceso estándar
PROC01602,Manual,0,Proceso estándar
PROC01603,Manual,0,Proceso estándar
PROC01604,Manual,0,Proceso estándar
PROC01605,Manual,0,Proceso estándar
PROC01606,Manual,0,Proceso estándar
PROC01607,Manual,0,Proceso estándar
PROC01608,Manual,0,Proceso estándar
PROC01609,Manual,0,Proceso estándar
PROC01610,Manual,0,Proceso estándar
PROC01611,Manual,0,Proceso estándar
PROC01612,Manual,0,Proceso estándar
PROC01613,Manual,0,Proceso estándar
PROC01614,Manual,0,Proceso estándar
PROC01615,Manual,0,Proceso estándar
PROC01616,Manual,0,Proceso estándar
PROC01617,Manual,0,Proceso estándar
PROC01618,Manual,0,Proceso estándar
PROC01619,Manual,0,Proceso estándar
PROC01620,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01621,Manual,0,Proceso estándar
PROC01622,Manual,0,Proceso estándar
PROC01623,Manual,0,Proceso estándar
PROC01624,Manual,0,Proceso estándar
PROC01625,Manual,0,Proceso estándar
PROC01626,Manual,0,Proceso estándar
PROC01627,Manual,0,Proceso estándar
PROC01628,Manual,0,Proceso estándar
PROC01629,Manual,0,Proceso estándar
PROC01630,Manual,0,Proceso estándar
PROC01631,Revisión,2,Múltiples errores (3)
PROC01632,Manual,0,Proceso estándar
PROC01633,Manual,0,Proceso estándar
PROC01634,Manual,0,Proceso estándar
PROC01635,Manual,0,Proceso estándar
PROC01636,Revisión,2,Múltiples errores (2)
PROC01637,Manual,0,Proceso estándar
PROC01638,Manual,0,Proceso estándar
PROC01639,Manual,0,Proceso estándar
PROC01640,Manual,0,Proceso estándar
PROC01641,Manual,0,Proceso estándar
PROC01642,Manual,0,Proceso estándar
PROC01643,Manual,0,Proceso estándar
PROC01644,Manual,0,Proceso estándar
PROC01645,Manual,0,Proceso estándar
PROC01646,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01647,Manual,0,Proceso estándar
PROC01648,Manual,0,Proceso estándar
PROC01649,Manual,0,Proceso estándar
PROC01650,Manual,0,Proceso estándar
PROC01651,Manual,0,Proceso estándar
PROC01652,Manual,1,Prioridad Urgente
PROC01653,Manual,0,Proceso estándar
PROC01654,Manual,0,Proceso estándar
PROC01655,Manual,0,Proceso estándar
PROC01656,Manual,0,Proceso estándar
PROC01657,Manual,0,Proceso estándar
PROC01658,Manual,0,Proceso estándar
PROC01659,Manual,0,Proceso estándar
PROC01660,Manual,1,Prioridad Urgente
PROC01661,Manual,1,Prioridad Urgente
PROC01662,Manual,0,Proceso estándar
PROC01663,Manual,0,Proceso estándar
PROC01664,Revisión,2,Múltiples errores (2)
PROC01665,Manual,0,Proceso estándar
PROC01666,Manual,0,Proceso estándar
PROC01667,Manual,0,Proceso estándar
PROC01668,Manual,0,Proceso estándar
PROC01669,Manual,0,Proceso estándar
PROC01670,Manual,0,Proceso estándar
PROC01671,Manual,0,Proceso estándar
PROC01672,Manual,0,Proceso estándar
PROC01673,Manual,0,Proceso estándar
PROC01674,Manual,0,Proceso estándar
PROC01675,Manual,0,Proceso estándar
PROC01676,Manual,0,Proceso estándar
PROC01677,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01678,Manual,1,Prioridad Urgente
PROC01679,Manual,0,Proceso estándar
PROC01680,Manual,0,Proceso estándar
PROC01681,Manual,0,Proceso estándar
PROC01682,Manual,0,Proceso estándar
PROC01683,Manual,0,Proceso estándar
PROC01684,Manual,0,Proceso estándar
PROC01685,Manual,0,Proceso estándar
PROC01686,Revisión,3,Múltiples errores (2)
PROC01687,Manual,0,Proceso estándar
PROC01688,Manual,0,Proceso estándar
PROC01689,Manual,0,Proceso estándar
PROC01690,Revisión,2,Múltiples errores (2)
PROC01691,Manual,0,Proceso estándar
PROC01692,Manual,0,Proceso estándar
PROC01693,Manual,0,Proceso estándar
PROC01694,Revisión,2,Múltiples errores (2)
PROC01695,Manual,0,Proceso estándar
PROC01696,Manual,0,Proceso estándar
PROC01697,Manual,0,Proceso estándar
PROC01698,Manual,0,Proceso estándar
PROC01699,Manual,0,Proceso estándar
PROC01700,Manual,0,Proceso estándar
PROC01701,Manual,0,Proceso estándar
PROC01702,Manual,0,Proceso estándar
PROC01703,Manual,0,Proceso estándar
PROC01704,Manual,0,Proceso estándar
PROC01705,Manual,0,Proceso estándar
PROC01706,Manual,0,Proceso estándar
PROC01707,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01708,Manual,0,Proceso estándar
PROC01709,Manual,0,Proceso estándar
PROC01710,Manual,0,Proceso estándar
PROC01711,Manual,0,Proceso estándar
PROC01712,Manual,0,Proceso estándar
PROC01713,Manual,0,Proceso estándar
PROC01714,Manual,0,Proceso estándar
PROC01715,Manual,0,Proceso estándar
PROC01716,Manual,0,Proceso estándar
PROC01717,Revisión,2,Múltiples errores (2)
PROC01718,Manual,0,Proceso estándar
PROC01719,Manual,0,Proceso estándar
PROC01720,Manual,0,Proceso estándar
PROC01721,Manual,0,Proceso estándar
PROC01722,Manual,0,Proceso estándar
PROC01723,Manual,0,Proceso estándar
PROC01724,Revisión,2,Múltiples errores (2)
PROC01725,Manual,1,Prioridad Urgente
PROC01726,Manual,0,Proceso estándar
PROC01727,Manual,0,Proceso estándar
PROC01728,Manual,0,Proceso estándar
PROC01729,Manual,0,Proceso estándar
PROC01730,Manual,0,Proceso estándar
PROC01731,Manual,0,Proceso estándar
PROC01732,Manual,0,Proceso estándar
PROC01733,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01734,Manual,0,Proceso estándar
PROC01735,Manual,0,Proceso estándar
PROC01736,Revisión,2,Múltiples errores (2)
PROC01737,Revisión,2,Múltiples errores (2)
PROC01738,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01739,Revisión,2,Múltiples errores (2)
PROC01740,Manual,0,Proceso estándar
PROC01741,Revisión,2,Múltiples errores (2)
PROC01742,Manual,0,Proceso estándar
PROC01743,Manual,0,Proceso estándar
PROC01744,Revisión,2,Múltiples errores (2)
PROC01745,Manual,0,Proceso estándar
PROC01746,Manual,0,Proceso estándar
PROC01747,Manual,0,Proceso estándar
PROC01748,Manual,0,Proceso estándar
PROC01749,Manual,0,Proceso estándar
PROC01750,Manual,1,Prioridad Urgente
PROC01751,Manual,0,Proceso estándar
PROC01752,Manual,0,Proceso estándar
PROC01753,Manual,0,Proceso estándar
PROC01754,Manual,0,Proceso estándar
PROC01755,Manual,0,Proceso estándar
PROC01756,Manual,0,Proceso estándar
PROC01757,Manual,0,Proceso estándar
PROC01758,Manual,0,Proceso estándar
PROC01759,Manual,0,Proceso estándar
PROC01760,Manual,0,Proceso estándar
PROC01761,Manual,0,Proceso estándar
PROC01762,Manual,0,Proceso estándar
PROC01763,Manual,0,Proceso estándar
PROC01764,Manual,0,Proceso estándar
PROC01765,Manual,0,Proceso estándar
PROC01766,Manual,0,Proceso estándar
PROC01767,Manual,0,Proceso estándar
PROC01768,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01769,Revisión,2,Múltiples errores (2)
PROC01770,Manual,0,Proceso estándar
PROC01771,Manual,0,Proceso estándar
PROC01772,Manual,0,Proceso estándar
PROC01773,Manual,0,Proceso estándar
PROC01774,Manual,0,Proceso estándar
PROC01775,Manual,0,Proceso estándar
PROC01776,Manual,0,Proceso estándar
PROC01777,Manual,0,Proceso estándar
PROC01778,Manual,0,Proceso estándar
PROC01779,Manual,0,Proceso estándar
PROC01780,Manual,0,Proceso estándar
PROC01781,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01782,Manual,0,Proceso estándar
PROC01783,Manual,0,Proceso estándar
PROC01784,Manual,0,Proceso estándar
PROC01785,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01786,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01787,Manual,0,Proceso estándar
PROC01788,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01789,Revisión,2,Múltiples errores (2)
PROC01790,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01791,Manual,0,Proceso estándar
PROC01792,Manual,0,Proceso estándar
PROC01793,Manual,0,Proceso estándar
PROC01794,Manual,0,Proceso estándar
PROC01795,Revisión,2,Múltiples errores (2)
PROC01796,Manual,0,Proceso estándar
PROC01797,Manual,0,Proceso estándar
PROC01798,Manual,1,Prioridad Urgente
PROC01799,Manual,0,Proceso estándar
PROC01800,Manual,0,Proceso estándar
PROC01801,Manual,0,Proceso estándar
PROC01802,Revisión,2,Múltiples errores (2)
PROC01803,Manual,0,Proceso estándar
PROC01804,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01805,Manual,0,Proceso estándar
PROC01806,Manual,0,Proceso estándar
PROC01807,Manual,0,Proceso estándar
PROC01808,Manual,0,Proceso estándar
PROC01809,Revisión,2,Múltiples errores (2)
PROC01810,Manual,0,Proceso estándar
PROC01811,Manual,0,Proceso estándar
PROC01812,Manual,0,Proceso estándar
PROC01813,Manual,0,Proceso estándar
PROC01814,Revisión,2,Múltiples errores (2)
PROC01815,Manual,0,Proceso estándar
PROC01816,Manual,0,Proceso estándar
PROC01817,Manual,0,Proceso estándar
PROC01818,Manual,0,Proceso estándar
PROC01819,Manual,0,Proceso estándar
PROC01820,Manual,0,Proceso estándar
PROC01821,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01822,Manual,0,Proceso estándar
PROC01823,Revisión,2,Múltiples errores (4)
PROC01824,Manual,0,Proceso estándar
PROC01825,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01826,Manual,0,Proceso estándar
PROC01827,Manual,0,Proceso estándar
PROC01828,Manual,1,Prioridad Urgente
PROC01829,Manual,0,Proceso estándar
PROC01830,Manual,0,Proceso estándar
PROC01831,Manual,0,Proceso estándar
PROC01832,Manual,0,Proceso estándar
PROC01833,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01834,Manual,0,Proceso estándar
PROC01835,Manual,0,Proceso estándar
PROC01836,Manual,0,Proceso estándar
PROC01837,Manual,0,Proceso estándar
PROC01838,Revisión,3,Múltiples errores (2)
PROC01839,Manual,1,Prioridad Urgente
PROC01840,Manual,0,Proceso estándar
PROC01841,Revisión,2,Múltiples errores (2)
PROC01842,Manual,0,Proceso estándar
PROC01843,Manual,0,Proceso estándar
PROC01844,Manual,0,Proceso estándar
PROC01845,Manual,0,Proceso estándar
PROC01846,Manual,0,Proceso estándar
PROC01847,Revisión,2,Múltiples errores (3)
PROC01848,Manual,0,Proceso estándar
PROC01849,Manual,0,Proceso estándar
PROC01850,Manual,0,Proceso estándar
PROC01851,Manual,0,Proceso estándar
PROC01852,Manual,0,Proceso estándar
PROC01853,Manual,0,Proceso estándar
PROC01854,Manual,0,Proceso estándar
PROC01855,Manual,0,Proceso estándar
PROC01856,Manual,0,Proceso estándar
PROC01857,Manual,0,Proceso estándar
PROC01858,Manual,0,Proceso estándar
PROC01859,Manual,0,Proceso estándar
PROC01860,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01861,Manual,0,Proceso estándar
PROC01862,Manual,0,Proceso estándar
PROC01863,Manual,0,Proceso estándar
PROC01864,Revisión,2,Múltiples errores (2)
PROC01865,Manual,0,Proceso estándar
PROC01866,Manual,0,Proceso estándar
PROC01867,Manual,0,Proceso estándar
PROC01868,Manual,0,Proceso estándar
PROC01869,Manual,0,Proceso estándar
PROC01870,Manual,0,Proceso estándar
PROC01871,Manual,1,Prioridad Urgente
PROC01872,Manual,0,Proceso estándar
PROC01873,Manual,0,Proceso estándar
PROC01874,Manual,0,Proceso estándar
PROC01875,Manual,0,Proceso estándar
PROC01876,Manual,0,Proceso estándar
PROC01877,Manual,0,Proceso estándar
PROC01878,Manual,0,Proceso estándar
PROC01879,Manual,0,Proceso estándar
PROC01880,Manual,0,Proceso estándar
PROC01881,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01882,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01883,Manual,0,Proceso estándar
PROC01884,Manual,0,Proceso estándar
PROC01885,Manual,0,Proceso estándar
PROC01886,Manual,0,Proceso estándar
PROC01887,Manual,0,Proceso estándar
PROC01888,Manual,0,Proceso estándar
PROC01889,Manual,0,Proceso estándar
PROC01890,Manual,0,Proceso estándar
PROC01891,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01892,Manual,0,Proceso estándar
PROC01893,Manual,0,Proceso estándar
PROC01894,Manual,0,Proceso estándar
PROC01895,Manual,0,Proceso estándar
PROC01896,Manual,0,Proceso estándar
PROC01897,Manual,0,Proceso estándar
PROC01898,Manual,0,Proceso estándar
PROC01899,Revisión,2,Múltiples errores (2)
PROC01900,Manual,0,Proceso estándar
PROC01901,Manual,0,Proceso estándar
PROC01902,Manual,1,Prioridad Urgente
PROC01903,Manual,0,Proceso estándar
PROC01904,Revisión,2,Múltiples errores (2)
PROC01905,Manual,0,Proceso estándar
PROC01906,Manual,0,Proceso estándar
PROC01907,Manual,0,Proceso estándar
PROC01908,Manual,0,Proceso estándar
PROC01909,Manual,0,Proceso estándar
PROC01910,Manual,0,Proceso estándar
PROC01911,Manual,0,Proceso estándar
PROC01912,Manual,0,Proceso estándar
PROC01913,Manual,0,Proceso estándar
